caption,account_name,view_count,source_url,video_url,platform,likes_count,comments_count,timestamp,product_category,product_name,transcript,intended_age_category,intended_spending_category,share_count,video_duration,music_name
"Lc250 PRADO 2024
Ugx 400m. 📞0705298524",lemax__autos,219600,https://www.tiktok.com/@lemax__autos/video/7488621609691925765,https://www.tiktok.com/@lemax__autos/video/7488621609691925765,TikTok,10500,79,,,,,,,522.0,48.0,Shake It To The Max (FLY) (Remix)
"Bmw m850i xdrive 4.4ltr v8 
Ugx 300m. 📞0705298524
#ugandancardealer #luxurycars #bmwmotorsport ",lemax__autos,217000,https://www.tiktok.com/@lemax__autos/video/7425971627608853765,https://www.tiktok.com/@lemax__autos/video/7425971627608853765,TikTok,13500,280,,,,,,,782.0,82.0,original sound
"Toyota Alphard 2025
Ugx 350m. 📞0705298524",lemax__autos,210500,https://www.tiktok.com/@lemax__autos/video/7493415556041755909,https://www.tiktok.com/@lemax__autos/video/7493415556041755909,TikTok,15000,228,,,,,,,797.0,114.0,Money
"Vw Toaureg  2013
Ugx 80million. 📞0705298524
#ugandancardealer #volkswagen #fyp #luxurycars ",lemax__autos,203800,https://www.tiktok.com/@lemax__autos/video/7394483925650820357,https://www.tiktok.com/@lemax__autos/video/7394483925650820357,TikTok,10500,217,,,,,,,326.0,117.0,original sound
"Merc glc 2021
📞0705298524",lemax__autos,201700,https://www.tiktok.com/@lemax__autos/video/7400000823524297990,https://www.tiktok.com/@lemax__autos/video/7400000823524297990,TikTok,14800,227,,,,,,,353.0,106.0,original sound
"Mercedez benz e200 petrol 2016
At only ugx 160million 

#cardealership #luxurycars #ugandancardealer ",lemax__autos,198700,https://www.tiktok.com/@lemax__autos/video/7222690232381033733,https://www.tiktok.com/@lemax__autos/video/7222690232381033733,TikTok,15500,73,,,,,,,273.0,45.0,original sound
"The perfect coupe. Bmw 840D msport 2020.  
Ugx 280m 📞0705298524
#bmw #bmwmotorsport #luxurycars #ugandancardealer #M ",lemax__autos,187800,https://www.tiktok.com/@lemax__autos/video/7303949370444041477,https://www.tiktok.com/@lemax__autos/video/7303949370444041477,TikTok,13600,90,,,,,,,350.0,62.0,original sound
"C200 2015 or e250 2013
At only ugx 85m
📞0705298524
#ugandancardealer #luxurycars #tiktokuganda #mercedes ",lemax__autos,183400,https://www.tiktok.com/@lemax__autos/video/7408122621587377413,https://www.tiktok.com/@lemax__autos/video/7408122621587377413,TikTok,7642,118,,,,,,,315.0,99.0,UNSTOPPABLE EVENING
BMW Angel lights,lemax__autos,183100,https://www.tiktok.com/@lemax__autos/video/7080032733614886149,https://www.tiktok.com/@lemax__autos/video/7080032733614886149,TikTok,6053,26,,,,,,,78.0,8.0,original sound
"Ford ranger raptor 3.0 v6 biturbo 2022
Ugx 350m. 📞0705298524
#ugandancardealer #luxurycars #tiktokuganda #ford #offroad ",lemax__autos,182000,https://www.tiktok.com/@lemax__autos/video/7413327052457250054,https://www.tiktok.com/@lemax__autos/video/7413327052457250054,TikTok,11600,285,,,,,,,555.0,183.0,original sound
"Mercedez GLE Coupe 2018
Ugx 250million. 📞0705298524
#ugandancardealer #mercedesbenz ",lemax__autos,171700,https://www.tiktok.com/@lemax__autos/video/7385444976739536134,https://www.tiktok.com/@lemax__autos/video/7385444976739536134,TikTok,6487,124,,,,,,,368.0,118.0,original sound
"M8 competition 2021
Ugx 290m 
📞0705298524",lemax__autos,168600,https://www.tiktok.com/@lemax__autos/video/7498597387213049094,https://www.tiktok.com/@lemax__autos/video/7498597387213049094,TikTok,14200,371,,,,,,,783.0,233.0,original sound
"Landcruiser lc250 diesel 2024. Ugx 390m
📞0705298524
JBL sound. Sunroof. Heated & cooled seats. 7 seater. Heads up display ",lemax__autos,153500,https://www.tiktok.com/@lemax__autos/video/7482079485030993158,https://www.tiktok.com/@lemax__autos/video/7482079485030993158,TikTok,5387,43,,,,,,,175.0,0.0,original sound
"S500 v8 4.7ltr biturbo 2014
Ugx 170m. 📞0705298524",lemax__autos,150800,https://www.tiktok.com/@lemax__autos/video/7381330753675644165,https://www.tiktok.com/@lemax__autos/video/7381330753675644165,TikTok,8649,360,,,,,,,416.0,248.0,original sound
"Replying to @moneybagyo64
Merc gle400d 4matic 2020
📞0705298524",lemax__autos,143600,https://www.tiktok.com/@lemax__autos/video/7382864678818565381,https://www.tiktok.com/@lemax__autos/video/7382864678818565381,TikTok,6706,121,,,,,,,349.0,156.0,original sound
"Bmw x6M 4.4 v8 biturbo 2015
Ugx 350m. 📞 0705298524

#ugandancardealer #bmw #luxurycars ",lemax__autos,143000,https://www.tiktok.com/@lemax__autos/video/7265765077532380421,https://www.tiktok.com/@lemax__autos/video/7265765077532380421,TikTok,6165,90,,,,,,,216.0,39.0,One Side (Remix)
"Lc300 zx petrol 2023/24
0705298524",lemax__autos,141900,https://www.tiktok.com/@lemax__autos/video/7418488077544426758,https://www.tiktok.com/@lemax__autos/video/7418488077544426758,TikTok,6151,120,,,,,,,174.0,136.0,original sound
"Lx600 petrol 2023
📞0705298524",lemax__autos,141700,https://www.tiktok.com/@lemax__autos/video/7387326962794089734,https://www.tiktok.com/@lemax__autos/video/7387326962794089734,TikTok,6970,119,,,,,,,218.0,113.0,original sound
"RANGEROVER SPORT DIESEL 2024
Ugx 700m. 📞0705298524
#tiktokuganda🇺🇬🇺🇬🇺🇬 #rangerover ",lemax__autos,141100,https://www.tiktok.com/@lemax__autos/video/7540685544683015480,https://www.tiktok.com/@lemax__autos/video/7540685544683015480,TikTok,10800,139,,,,,,,293.0,53.0,Isaka (6am)
"RANGEROVER unveils RANGEROVER
Delivered by LEMAX 
📞0705298524",lemax__autos,139100,https://www.tiktok.com/@lemax__autos/video/7491543485347155205,https://www.tiktok.com/@lemax__autos/video/7491543485347155205,TikTok,7502,130,,,,,,,634.0,50.0,US
"Replying to @JET REAGAN 
GXL 2020. 📞0705298524
#ugandancardealer #luxurycars #tiktokuganda #toyota ",lemax__autos,136800,https://www.tiktok.com/@lemax__autos/video/7404852551830621445,https://www.tiktok.com/@lemax__autos/video/7404852551830621445,TikTok,7300,253,,,,,,,383.0,101.0,original sound
"The x7 msport 2023
Place your order today 
📞0705298524
#fyp #ugandancardealer #luxurycars #bmw #bmwmotorsport #viral ",lemax__autos,132600,https://www.tiktok.com/@lemax__autos/video/7389523653211213061,https://www.tiktok.com/@lemax__autos/video/7389523653211213061,TikTok,9313,245,,,,,,,318.0,196.0,original sound
"Lc250 prado 2024
Ugx 400m. 📞0705298524
#landcruiser #lc250 #offroad ",lemax__autos,132500,https://www.tiktok.com/@lemax__autos/video/7487914678430027014,https://www.tiktok.com/@lemax__autos/video/7487914678430027014,TikTok,6883,47,,,,,,,309.0,42.0,Laho (Minister Of Enjoyment)
"MERC GLE43 amg 2016
Ugx 135m. 📞0705298524
#ugandancardealer #fyp #luxurycars #mercedesbenz ",lemax__autos,131000,https://www.tiktok.com/@lemax__autos/video/7392116609294339333,https://www.tiktok.com/@lemax__autos/video/7392116609294339333,TikTok,4673,65,,,,,,,187.0,49.0,original sound
"Just in. Gle400d coupe 2020
📞0705298524",lemax__autos,128700,https://www.tiktok.com/@lemax__autos/video/7377453555868880133,https://www.tiktok.com/@lemax__autos/video/7377453555868880133,TikTok,4157,30,,,,,,,171.0,29.0,original sound
"G400D 2020. Ugx 700million 
📞0705298524 ",lemax__autos,123900,https://www.tiktok.com/@lemax__autos/video/7527942944146574648,https://www.tiktok.com/@lemax__autos/video/7527942944146574648,TikTok,11400,199,,,,,,,343.0,214.0,original sound
"Rr sport autobiography 2016
Ugx 260m. 📞0705298524",lemax__autos,122500,https://www.tiktok.com/@lemax__autos/video/7400805942381563142,https://www.tiktok.com/@lemax__autos/video/7400805942381563142,TikTok,7475,115,,,,,,,134.0,81.0,original sound
"Brand new lx600 petrol 2023
📞0705298524
#ugandancardealer #luxurycars #lexus ",lemax__autos,121000,https://www.tiktok.com/@lemax__autos/video/7397067108162587909,https://www.tiktok.com/@lemax__autos/video/7397067108162587909,TikTok,7766,154,,,,,,,228.0,157.0,original sound
"EVOQUE 2020 diesel d180
Ugx 160m. 📞0705298524",lemax__autos,120700,https://www.tiktok.com/@lemax__autos/video/7488232991953554693,https://www.tiktok.com/@lemax__autos/video/7488232991953554693,TikTok,6588,138,,,,,,,336.0,197.0,original sound
"Lc200 ZX v8 petrol 2017. 
Ugx 270m.  📞0705298524",lemax__autos,113700,https://www.tiktok.com/@lemax__autos/video/7510623336817265926,https://www.tiktok.com/@lemax__autos/video/7510623336817265926,TikTok,8476,174,,,,,,,340.0,228.0,original sound
"GR sport lc300 
Ugx 550m. 📞0705298524",lemax__autos,111400,https://www.tiktok.com/@lemax__autos/video/7535730453748206904,https://www.tiktok.com/@lemax__autos/video/7535730453748206904,TikTok,7895,189,,,,,,,662.0,199.0,original sound
"Lx600 petrol 2023
Ugx 780m. 📞256705298524",lemax__autos,110900,https://www.tiktok.com/@lemax__autos/video/7483755994493848837,https://www.tiktok.com/@lemax__autos/video/7483755994493848837,TikTok,9653,318,,,,,,,509.0,312.0,original sound
"For all your car needs
📞0705298524",lemax__autos,108600,https://www.tiktok.com/@lemax__autos/video/7527283859084414264,https://www.tiktok.com/@lemax__autos/video/7527283859084414264,TikTok,7683,169,,,,,,,253.0,116.0,original sound
"The most reliable German car
256705298524
#ugandancardealer #tiktokuganda #porsche ",lemax__autos,106800,https://www.tiktok.com/@lemax__autos/video/7465604594907794694,https://www.tiktok.com/@lemax__autos/video/7465604594907794694,TikTok,6158,129,,,,,,,305.0,213.0,original sound
"BMW 840D msport xDRIVE 2020
Ugx 200million 
📞0705298524",lemax__autos,102300,https://www.tiktok.com/@lemax__autos/video/7484540258877459767,https://www.tiktok.com/@lemax__autos/video/7484540258877459767,TikTok,7014,53,,,,,,,198.0,62.0,Me too
"Merc g400d diesel 2020
Ugx 830m. 📞0705298524
 ",lemax__autos,100200,https://www.tiktok.com/@lemax__autos/video/7415524323034729734,https://www.tiktok.com/@lemax__autos/video/7415524323034729734,TikTok,6453,138,,,,,,,376.0,151.0,original sound
"Mercedes g350d 4matic 2020
Only ugx 750m. 
📞0705298524",lemax__autos,99000,https://www.tiktok.com/@lemax__autos/video/7384048177126673670,https://www.tiktok.com/@lemax__autos/video/7384048177126673670,TikTok,4823,150,,,,,,,282.0,70.0,original sound
"Bmw x6m 4.4ltr biturbo v8 
📞0705298524",lemax__autos,98400,https://www.tiktok.com/@lemax__autos/video/7397672022915992837,https://www.tiktok.com/@lemax__autos/video/7397672022915992837,TikTok,7401,136,,,,,,,282.0,178.0,original sound
"Landcruiser j250 DEISEL 2024
📞0705298524",lemax__autos,98100,https://www.tiktok.com/@lemax__autos/video/7509735005199912248,https://www.tiktok.com/@lemax__autos/video/7509735005199912248,TikTok,7294,150,,,,,,,245.0,212.0,original sound
"Sport autobiography 2020
📞0705298524",lemax__autos,96800,https://www.tiktok.com/@lemax__autos/video/7403399354108693765,https://www.tiktok.com/@lemax__autos/video/7403399354108693765,TikTok,6400,138,,,,,,,236.0,114.0,original sound
"BMW x6m comp 2021
Ugx 480m. 📞0705298524",lemax__autos,91000,https://www.tiktok.com/@lemax__autos/video/7530649064942095621,https://www.tiktok.com/@lemax__autos/video/7530649064942095621,TikTok,5921,57,,,,,,,236.0,33.0,dźwięk oryginalny
"Ford ranger raptor 3.0 ecoboost petrol 2023.  Ugx 340m 
📞0705298524",lemax__autos,90700,https://www.tiktok.com/@lemax__autos/video/7509002674717691192,https://www.tiktok.com/@lemax__autos/video/7509002674717691192,TikTok,7446,148,,,,,,,267.0,180.0,original sound
"Prado tx diesel 2020
Ugx 250m.  📞0705298524",lemax__autos,88500,https://www.tiktok.com/@lemax__autos/video/7398418348846992645,https://www.tiktok.com/@lemax__autos/video/7398418348846992645,TikTok,3668,69,,,,,,,176.0,125.0,original sound
"Bmw x6 msport xdrive35i 2016
Uxg 190million 
📞0705298524
#ugandancardealer #luxurycars #tiktokuganda #bmw #bmwmotorsport ",lemax__autos,87700,https://www.tiktok.com/@lemax__autos/video/7384327478916975878,https://www.tiktok.com/@lemax__autos/video/7384327478916975878,TikTok,2259,43,,,,,,,78.0,80.0,original sound
"Let’s extend the thrill to the waters
Special import for @Lord Kaizer 匠 🍀 
Need of a yatch?  📞256705298524",lemax__autos,84100,https://www.tiktok.com/@lemax__autos/video/7497535590632525061,https://www.tiktok.com/@lemax__autos/video/7497535590632525061,TikTok,5772,187,,,,,,,411.0,140.0,levitation
"Tiguan 2016. 2.0ltr petrol AWD 
Ugx 100m. 📞0705298524",lemax__autos,82200,https://www.tiktok.com/@lemax__autos/video/7413666130319002886,https://www.tiktok.com/@lemax__autos/video/7413666130319002886,TikTok,3459,89,,,,,,,206.0,163.0,original sound
"Mazda cx5 2018/19 (best value for money )
Ugx 95million. 📞0705298524
#ugandancardealer #tiktokuganda #mazda ",lemax__autos,80600,https://www.tiktok.com/@lemax__autos/video/7467475961248746758,https://www.tiktok.com/@lemax__autos/video/7467475961248746758,TikTok,3847,127,,,,,,,333.0,217.0,original sound
"Volvo xc90 T5 petrol 2017
Ugx 170m. 📞0705298524
#ugandancardealer #luxurycars #tiktokuganda #volvo #saftey ",lemax__autos,80100,https://www.tiktok.com/@lemax__autos/video/7384857644336483589,https://www.tiktok.com/@lemax__autos/video/7384857644336483589,TikTok,3162,86,,,,,,,192.0,109.0,original sound
"HOFELE hg63 AMG 2019
📞0705298524",lemax__autos,79800,https://www.tiktok.com/@lemax__autos/video/7480419955914050822,https://www.tiktok.com/@lemax__autos/video/7480419955914050822,TikTok,6237,155,,,,,,,506.0,186.0,original sound
"Bmw 335i msport 2013
Ugx 75m. 📞0705298524
#ugandancardealer #bmw #bmwmotorsport #cartuning #racing #streetrace ",lemax__autos,78200,https://www.tiktok.com/@lemax__autos/video/7385059261996403974,https://www.tiktok.com/@lemax__autos/video/7385059261996403974,TikTok,3842,96,,,,,,,124.0,105.0,original sound
"S560 MAYBACH v8 2018. 
Ugx 380m. 📞0705298524
#ugandancardealer #luxurycars #tiktokuganda #mercedes #maybach ",lemax__autos,73300,https://www.tiktok.com/@lemax__autos/video/7411204596812532998,https://www.tiktok.com/@lemax__autos/video/7411204596812532998,TikTok,3112,68,,,,,,,99.0,47.0,My Way
"Keep your diesel 💯 
#gle #ugandancardealer #tiktokuganda #mercedes ",lemax__autos,72300,https://www.tiktok.com/@lemax__autos/video/7444190038402862392,https://www.tiktok.com/@lemax__autos/video/7444190038402862392,TikTok,4665,116,,,,,,,236.0,148.0,original sound
"s560 4.0ltr v8 petrol mercedez 2018
#mercedes #maybach #uganda ",lemax__autos,70500,https://www.tiktok.com/@lemax__autos/video/7517591034126208261,https://www.tiktok.com/@lemax__autos/video/7517591034126208261,TikTok,3582,54,,,,,,,117.0,12.0,Emotooka ewomya obulamu
"BMW 740i msport 3.0 petrol 2015.
Ugx 100m. 📞0705298524",lemax__autos,69800,https://www.tiktok.com/@lemax__autos/video/7504179208327810309,https://www.tiktok.com/@lemax__autos/video/7504179208327810309,TikTok,6197,168,,,,,,,186.0,220.0,original sound
"AmG C63 2009. 
📞0705298524",lemax__autos,68500,https://www.tiktok.com/@lemax__autos/video/7436780467770232120,https://www.tiktok.com/@lemax__autos/video/7436780467770232120,TikTok,3328,104,,,,,,,234.0,122.0,original sound
"LC300 petrol zx 2023
At only ugx 650million( price correct at time of post)
📞+256705298524
#toyota #cardealership #ugandatiktok #offroad ",lemax__autos,67400,https://www.tiktok.com/@lemax__autos/video/7383330720544017670,https://www.tiktok.com/@lemax__autos/video/7383330720544017670,TikTok,4528,81,,,,,,,92.0,112.0,original sound
"at only ugx 600million
📞0705298524(correct at time of post)
#cardealership #ugandatiktok #porsche #coupe #hybridcars #electriccars ",lemax__autos,67000,https://www.tiktok.com/@lemax__autos/video/7382455160754294021,https://www.tiktok.com/@lemax__autos/video/7382455160754294021,TikTok,3869,92,,,,,,,129.0,214.0,original sound
"Gr sport Hilux 2024
Ugx 300million 
📞0705298524",lemax__autos,65600,https://www.tiktok.com/@lemax__autos/video/7405479099474414853,https://www.tiktok.com/@lemax__autos/video/7405479099474414853,TikTok,3108,120,,,,,,,115.0,150.0,original sound
"AMG CLA45 2.0 PETROL 2015
Ugx 145m. 📞0705298524
#ugandancardealer #luxurycars #mercedes #4matic ",lemax__autos,63600,https://www.tiktok.com/@lemax__autos/video/7395563703267020038,https://www.tiktok.com/@lemax__autos/video/7395563703267020038,TikTok,2775,50,,,,,,,86.0,107.0,original sound
"2020 gle63s v8 biturbo  4matic+ 
650m Ugx   📞0705298524",lemax__autos,63500,https://www.tiktok.com/@lemax__autos/video/7468200442476940550,https://www.tiktok.com/@lemax__autos/video/7468200442476940550,TikTok,4051,144,,,,,,,297.0,195.0,original sound
"s320 petrol 2016
ugx 165m 
📞0705298524",lemax__autos,63200,https://www.tiktok.com/@lemax__autos/video/7483009673793146167,https://www.tiktok.com/@lemax__autos/video/7483009673793146167,TikTok,4575,86,,,,,,,162.0,151.0,original sound
"1 of 1 bmw x4 m40i 2018
Ugx 235m. 📞0705298524
#ugandancardealer #tiktokuganda #bmwmotorsport ",lemax__autos,62800,https://www.tiktok.com/@lemax__autos/video/7449272450266713349,https://www.tiktok.com/@lemax__autos/video/7449272450266713349,TikTok,3332,57,,,,,,,112.0,163.0,original sound
"MERC s500 w223 petrol 3.0
📞0705298524",lemax__autos,60900,https://www.tiktok.com/@lemax__autos/video/7499402319579122949,https://www.tiktok.com/@lemax__autos/video/7499402319579122949,TikTok,5014,118,,,,,,,191.0,244.0,Elegant Travel Background
"Lc300 GR sport 2024
Ugx 550m. 📞0705298524",lemax__autos,60100,https://www.tiktok.com/@lemax__autos/video/7478979750174772485,https://www.tiktok.com/@lemax__autos/video/7478979750174772485,TikTok,4203,72,,,,,,,151.0,264.0,original sound
"One if the most beautifully designed SUVS as of 2023.

📞0705298524
#ugandancardealer #luxurycars #mercedes ",lemax__autos,59600,https://www.tiktok.com/@lemax__autos/video/7285752853782596870,https://www.tiktok.com/@lemax__autos/video/7285752853782596870,TikTok,1877,12,,,,,,,110.0,25.0,original sound
"To really appreciate germany engineering, ones needs to drive a porsche. ",lemax__autos,58200,https://www.tiktok.com/@lemax__autos/video/7359625547971939590,https://www.tiktok.com/@lemax__autos/video/7359625547971939590,TikTok,4921,29,,,,,,,158.0,40.0,original sound
"The jaja of Rangerover’s
1993 300tdi. 
📞0705298524",lemax__autos,57000,https://www.tiktok.com/@lemax__autos/video/7536097510230707461,https://www.tiktok.com/@lemax__autos/video/7536097510230707461,TikTok,4362,141,,,,,,,145.0,152.0,original sound
"RR VOGUE SE 2022
Still available for sale 
📞0705298524

#luxurycars #uganda #cardealership #rangerover ",lemax__autos,57000,https://www.tiktok.com/@lemax__autos/video/7218577931264691462,https://www.tiktok.com/@lemax__autos/video/7218577931264691462,TikTok,3300,40,,,,,,,115.0,53.0,Single Again
"Glc coupe 2017
Ugx 180m. 📞 0705298524
#ugandancardealer #luxurycars #mercedes ",lemax__autos,56700,https://www.tiktok.com/@lemax__autos/video/7283555707411008773,https://www.tiktok.com/@lemax__autos/video/7283555707411008773,TikTok,1051,12,,,,,,,100.0,23.0,City Boys
"Ugx 600m. Defender v8 petrol 2022
📞0705298524",lemax__autos,56100,https://www.tiktok.com/@lemax__autos/video/7505409609885158661,https://www.tiktok.com/@lemax__autos/video/7505409609885158661,TikTok,2501,28,,,,,,,84.0,0.0,original sound
"Bmw x7 msport 2023
📞0705298524
#fyp #ugandancardealer #luxurycars #bmw #bmwmotorsport ",lemax__autos,56100,https://www.tiktok.com/@lemax__autos/video/7387452351776296197,https://www.tiktok.com/@lemax__autos/video/7387452351776296197,TikTok,2416,26,,,,,,,129.0,48.0,original sound
"Fully restored 1993 RANGEROVER 
300tdi. 📞0705298524",lemax__autos,54900,https://www.tiktok.com/@lemax__autos/video/7535896278895545605,https://www.tiktok.com/@lemax__autos/video/7535896278895545605,TikTok,1884,56,,,,,,,71.0,0.0,original sound
"Tesla model Y 2023. 
Ugx 230m. 📞0705298524",lemax__autos,54900,https://www.tiktok.com/@lemax__autos/video/7496177427253660933,https://www.tiktok.com/@lemax__autos/video/7496177427253660933,TikTok,2673,153,,,,,,,128.0,51.0,Ekyange
"Bmw x6m 2015
📞0705298524
#ugandancardealer #luxurycars #bmw ",lemax__autos,54700,https://www.tiktok.com/@lemax__autos/video/7277818309096262918,https://www.tiktok.com/@lemax__autos/video/7277818309096262918,TikTok,2763,24,,,,,,,94.0,44.0,original sound
"Merc e300 petrol coupe 2017.
At only ugx 120million ",lemax__autos,53100,https://www.tiktok.com/@lemax__autos/video/7361013974894202117,https://www.tiktok.com/@lemax__autos/video/7361013974894202117,TikTok,3338,42,,,,,,,73.0,0.0,original sound
